,No of Bedrooms,No of Bathrooms,Lot Area (in Sqft),No of Floors,No_of_Times_Visited,Condition_of_the_House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Renovated Year,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),no_of_years(house sold),house_is,Zipcode_table_Zipcode_2,Zipcode_table_Zipcode_3,Zipcode_table_Zipcode_4,Zipcode_table_Zipcode_5,Zipcode_table_Zipcode_6,Zipcode_table_Zipcode_7,Zipcode_table_Zipcode_8,Zipcode_table_Zipcode_9,Zipcode_table_Zipcode_10,sale_price
182,4,3.0,9600.0,2.0,0,3,7,2440.0,0,57,0,-122.2,2290.0,9600,5,2,0,0,0,1,0,0,0,0,0,589000.0
183,2,1.5,3419.0,2.0,0,2,7,1050.0,0,22,0,-122.039,1050.0,3417,5,1,0,1,0,0,0,0,0,0,0,163500.0
184,4,2.75,13412.0,2.0,0,2,9,2140.0,990,25,0,-122.102,2260.0,9984,5,1,0,0,0,0,0,1,0,0,0,806525.0
185,5,3.0,12850.0,1.0,2,2,10,2090.0,2000,32,0,-122.188,2540.0,10270,5,1,0,0,0,0,0,0,1,0,0,806525.0
186,4,1.75,10000.0,1.0,0,2,8,1100.0,390,49,0,-122.379,2190.0,8910,6,1,0,0,0,0,0,0,0,0,0,269000.0
187,3,2.5,8744.0,2.0,0,2,8,1900.0,0,31,0,-122.043,2030.0,8744,5,1,0,0,0,0,0,0,1,0,0,560000.0
188,4,1.0,2400.0,1.5,0,2,6,1330.0,0,117,0,-122.34,1330.0,4400,6,2,0,0,0,0,1,0,0,0,0,615000.0
189,3,2.25,10026.0,1.0,0,2,8,1430.0,800,43,0,-122.153,2230.0,9340,5,1,0,0,0,0,0,1,0,0,0,585188.0
190,3,1.75,9480.0,1.0,0,2,7,1220.0,430,41,0,-122.191,1540.0,8400,5,1,0,0,0,1,0,0,0,0,0,305000.0
191,3,1.0,8820.0,1.0,0,2,6,1190.0,0,59,0,-122.184,1230.0,7980,5,2,0,1,0,0,0,0,0,0,0,166950.0
192,3,2.5,9897.0,1.0,0,2,8,2140.0,0,59,0,-122.219,2680.0,10083,5,2,0,0,0,0,0,0,0,0,1,799000.0
193,3,2.5,7508.0,1.0,0,2,7,1420.0,760,56,0,-122.336,1900.0,7818,5,2,0,1,0,0,0,0,0,0,0,400000.0
194,3,1.0,10228.0,1.0,0,2,7,1060.0,0,70,0,-122.3,1570.0,10228,5,2,0,1,0,0,0,0,0,0,0,230000.0
195,3,2.5,5025.0,2.0,0,2,8,1690.0,0,15,0,-122.347,2550.0,5001,5,1,0,0,0,0,0,0,0,0,0,256883.0
196,4,2.0,6480.0,1.5,0,3,7,1130.0,840,98,0,-122.312,1500.0,6480,5,2,0,1,0,0,0,0,0,0,0,423000.0
197,3,2.5,4084.0,2.0,0,2,8,2150.0,0,11,0,-122.372,1750.0,2385,5,1,0,0,1,0,0,0,0,0,0,465000.0
198,3,2.5,66211.0,2.0,0,2,7,1910.0,0,21,0,-121.911,2330.0,67268,6,1,0,0,0,1,0,0,0,0,0,440000.0
199,3,1.75,155073.0,1.0,0,2,7,1350.0,0,49,0,-121.994,1560.0,50965,5,1,0,1,0,0,0,0,0,0,0,385000.0
200,3,1.0,11725.0,1.0,0,2,6,860.0,0,75,0,-122.184,1300.0,9514,6,2,0,0,1,0,0,0,0,0,0,210000.0
201,3,2.5,14952.0,2.0,0,2,8,1940.0,0,24,0,-122.165,2030.0,10450,5,1,1,0,0,0,0,0,0,0,0,297000.0
202,3,1.0,5000.0,1.0,0,2,7,1010.0,0,66,0,-122.394,1680.0,5000,5,2,0,0,0,0,1,0,0,0,0,470000.0
203,3,1.5,7370.0,1.0,0,2,7,900.0,400,42,0,-122.37,1430.0,7500,5,1,0,0,0,0,0,0,0,0,0,226500.0
204,3,1.0,8450.0,1.0,0,2,6,910.0,0,56,0,-122.158,1400.0,8040,6,2,0,0,0,1,0,0,0,0,0,274250.0
205,4,1.75,11010.0,1.0,0,2,9,1630.0,850,52,0,-122.219,2770.0,10744,5,2,0,0,0,0,0,0,0,0,1,806525.0
206,3,2.5,4587.0,2.0,0,2,8,2440.0,0,8,0,-122.114,2750.0,4587,5,0,0,0,0,0,0,1,0,0,0,677900.0
207,3,1.0,5864.0,1.0,0,2,7,1010.0,0,103,0,-122.381,1290.0,5000,6,2,0,0,0,0,1,0,0,0,0,425000.0
208,2,0.75,9600.0,1.0,0,2,6,900.0,0,77,0,-122.339,1250.0,14280,5,2,0,0,1,0,0,0,0,0,0,180250.0
209,6,3.0,3404.0,2.0,0,2,7,1600.0,700,98,1994,-122.343,1560.0,1312,5,2,0,1,0,0,0,0,0,0,0,464000.0
210,4,2.25,7579.0,2.0,0,2,8,1550.0,0,25,0,-122.047,1630.0,6397,6,1,0,1,0,0,0,0,0,0,0,320000.0
211,3,2.25,1566.0,2.0,0,2,8,1060.0,210,4,0,-122.284,1160.0,1327,5,0,0,0,0,0,0,0,1,0,0,625504.0
212,4,2.5,12032.0,1.0,0,2,9,2240.0,0,35,0,-122.017,2520.0,12368,5,1,0,0,0,0,0,0,1,0,0,592500.0
213,3,2.5,17936.0,2.0,0,2,9,2714.0,0,13,0,-122.275,2590.0,18386,6,1,0,0,0,0,0,0,0,0,0,465000.0
214,4,2.75,6270.0,2.0,0,2,8,1720.0,0,40,0,-122.268,2130.0,8700,5,1,0,1,0,0,0,0,0,0,0,477000.0
215,2,1.0,16400.0,1.0,0,2,6,850.0,0,95,0,-122.299,1100.0,14459,6,2,0,0,0,0,0,0,0,0,0,280000.0
216,5,3.0,33474.0,1.0,3,2,9,1870.0,1430,61,1991,-122.21,3836.0,20953,6,2,0,0,0,0,0,0,0,0,1,806525.0
217,3,2.5,5692.0,2.0,0,2,8,2250.0,0,18,0,-122.379,1320.0,5390,5,1,1,0,0,0,0,0,0,0,0,445838.0
218,2,2.25,14864.0,1.0,3,2,8,1950.0,1950,71,0,-122.291,2580.0,5184,5,2,0,0,0,1,0,0,0,0,0,806525.0
219,2,1.5,10800.0,1.0,0,2,8,1320.0,0,71,0,-122.367,2120.0,12040,5,2,0,0,0,0,1,0,0,0,0,467000.0
220,4,2.5,6440.0,2.0,0,2,10,2760.0,0,19,0,-122.026,3070.0,8127,5,1,0,0,0,0,0,0,0,1,0,686000.0
221,3,2.0,9750.0,1.0,0,2,7,1350.0,400,57,0,-122.299,1900.0,10125,5,2,1,0,0,0,0,0,0,0,0,279950.0
222,4,2.25,19436.0,2.0,0,2,8,2330.0,0,31,0,-122.215,1910.0,10055,5,1,0,0,0,1,0,0,0,0,0,527000.0
223,3,2.25,16020.0,1.0,0,2,8,1780.0,440,52,0,-122.217,2080.0,9583,5,2,1,0,0,0,0,0,0,0,0,325000.0
224,3,2.25,8379.0,2.0,0,2,7,2020.0,0,24,0,-122.023,2020.0,8031,5,1,0,1,0,0,0,0,0,0,0,328000.0
225,3,2.25,7500.0,1.0,0,3,7,1250.0,0,76,0,-122.373,1280.0,7392,5,2,1,0,0,0,0,0,0,0,0,390000.0
226,2,2.0,7619.0,1.0,0,2,8,1510.0,0,13,0,-122.013,1640.0,6009,6,1,0,0,0,0,0,1,0,0,0,479950.0
227,4,2.25,9753.0,1.0,0,2,7,1120.0,600,40,0,-122.371,1510.0,9753,5,1,0,0,0,0,0,0,0,0,0,264950.0
228,3,1.0,15246.0,1.0,0,2,7,980.0,450,57,0,-122.214,1960.0,13068,6,2,1,0,0,0,0,0,0,0,0,235000.0
229,3,2.5,4729.0,2.0,0,2,7,1480.0,0,14,0,-122.034,2250.0,4729,6,1,0,0,0,0,0,1,0,0,0,516500.0
230,2,1.75,15798.0,2.0,4,2,7,1230.0,220,103,1978,-122.375,2030.0,13193,6,2,0,0,1,0,0,0,0,0,0,655000.0
231,4,2.75,15347.0,1.0,0,3,7,2280.0,0,58,0,-122.164,2280.0,15347,5,2,0,0,0,1,0,0,0,0,0,500000.0
232,6,2.75,7350.0,1.0,0,2,8,1780.0,1160,40,0,-122.339,2120.0,8236,5,1,0,0,0,0,0,0,0,0,0,315000.0
233,2,1.0,10200.0,1.0,0,2,6,1000.0,0,57,0,-121.899,1150.0,13702,5,2,0,0,0,1,0,0,0,0,0,213000.0
234,3,1.5,5280.0,1.5,0,3,7,1620.0,860,71,0,-122.303,2090.0,4800,5,2,0,1,0,0,0,0,0,0,0,475000.0
235,5,4.0,28040.0,2.0,0,2,10,3760.0,0,35,0,-122.183,3430.0,35096,5,1,0,0,0,0,0,0,1,0,0,806525.0
236,3,2.0,94300.0,1.0,0,3,7,1640.0,580,42,0,-121.95,2070.0,80100,6,1,0,0,1,0,0,0,0,0,0,416000.0
237,4,1.0,4740.0,1.5,0,2,7,1670.0,300,114,2005,-122.303,1510.0,4740,6,2,0,0,0,0,0,1,0,0,0,410000.0
238,3,3.5,221284.0,2.0,0,2,10,3530.0,300,25,0,-122.023,2920.0,148539,5,1,0,0,0,0,0,1,0,0,0,800000.0
239,6,2.5,14034.0,1.0,2,2,9,2350.0,2060,53,0,-122.324,2600.0,13988,5,2,1,0,0,0,0,0,0,0,0,472000.0
240,3,1.75,8505.0,1.0,0,2,7,1430.0,0,50,0,-122.319,1190.0,8640,5,1,1,0,0,0,0,0,0,0,0,225000.0
241,2,1.0,6000.0,1.0,0,2,6,830.0,0,78,0,-122.376,830.0,4960,5,2,0,0,1,0,0,0,0,0,0,210000.0
242,2,1.0,5000.0,1.5,0,1,7,1430.0,0,93,0,-122.299,1450.0,3750,6,2,0,0,0,0,0,1,0,0,0,455000.0
243,3,1.0,8316.0,1.0,0,2,6,1300.0,0,64,0,-122.216,1260.0,8316,6,2,0,0,0,0,0,0,0,0,0,225000.0
244,2,1.0,3060.0,1.0,2,2,7,790.0,240,100,0,-122.353,1390.0,3060,5,2,0,0,0,0,1,0,0,0,0,480000.0
245,3,2.5,11872.0,2.0,0,2,9,2740.0,0,28,0,-122.395,2570.0,10377,6,1,0,0,0,0,0,0,0,0,0,363000.0
246,4,2.5,8354.0,1.0,4,2,9,1830.0,1820,18,0,-122.072,3120.0,18841,5,1,0,0,0,0,0,0,1,0,0,806525.0
247,2,1.5,5120.0,1.0,0,2,6,720.0,0,64,0,-122.357,1150.0,2566,6,2,1,0,0,0,0,0,0,0,0,181000.0
248,4,2.0,7312.0,1.0,0,2,7,2010.0,0,42,0,-122.213,2010.0,7650,6,1,0,0,0,0,0,0,0,0,0,250000.0
249,3,1.75,3000.0,1.0,0,2,6,770.0,790,100,0,-122.345,1390.0,3000,6,2,0,0,0,0,1,0,0,0,0,481000.0
250,3,2.0,7209.0,1.0,0,2,7,1240.0,570,40,0,-122.278,1750.0,7209,5,1,0,0,0,0,0,0,0,0,0,260000.0
251,4,2.5,7685.0,2.0,0,2,9,3360.0,0,17,0,-122.111,3060.0,6567,5,1,0,1,0,0,0,0,0,0,0,455000.0
252,3,2.25,36224.0,2.0,0,2,8,1510.0,0,27,0,-121.711,1730.0,36224,6,1,0,0,1,0,0,0,0,0,0,415000.0
253,3,1.0,3538.0,1.0,0,2,7,800.0,600,65,0,-122.27,1620.0,6331,6,2,0,1,0,0,0,0,0,0,0,349500.0
254,3,2.5,7442.0,2.0,0,2,7,1730.0,0,31,0,-122.178,1630.0,6458,5,1,1,0,0,0,0,0,0,0,0,245000.0
255,2,2.0,9191.0,1.5,2,3,7,1420.0,0,90,0,-122.32,1420.0,6816,5,2,0,0,0,0,0,1,0,0,0,592500.0
256,4,1.75,7620.0,1.0,0,2,7,1180.0,1180,63,0,-122.345,1910.0,7620,5,2,1,0,0,0,0,0,0,0,0,385000.0
257,3,1.75,11455.0,1.0,0,2,7,1200.0,380,44,0,-122.147,1550.0,10650,6,1,0,0,0,1,0,0,0,0,0,315000.0
258,3,1.0,10170.0,1.0,0,2,7,1230.0,0,39,0,-121.772,1380.0,10098,5,1,0,0,1,0,0,0,0,0,0,255000.0
259,4,2.5,4425.0,2.0,0,2,8,2460.0,0,12,0,-122.109,2990.0,5659,5,1,0,0,0,0,0,1,0,0,0,693000.0
260,3,1.0,4400.0,1.5,0,2,8,1460.0,200,107,0,-122.302,1660.0,4400,5,2,0,0,0,0,0,0,0,1,0,780000.0
261,3,1.75,8470.0,1.0,0,2,7,1270.0,0,58,0,-122.29,1600.0,8470,5,2,1,0,0,0,0,0,0,0,0,237000.0
262,3,2.25,40510.0,2.0,0,2,10,1320.0,780,39,0,-122.047,2380.0,33450,5,1,0,0,0,0,0,0,1,0,0,525000.0
263,2,1.0,5040.0,1.0,0,2,5,770.0,0,88,0,-122.299,1330.0,2580,6,2,0,0,0,1,0,0,0,0,0,425000.0
264,1,0.75,10079.0,1.0,4,3,5,760.0,0,82,0,-122.438,1230.0,14267,5,2,0,0,0,1,0,0,0,0,0,369900.0
265,4,2.5,7280.0,2.0,0,2,7,1700.0,0,30,0,-122.171,1950.0,7475,5,1,1,0,0,0,0,0,0,0,0,290000.0
266,3,1.0,10701.0,1.0,0,2,7,1120.0,0,64,0,-122.358,1130.0,6350,5,2,1,0,0,0,0,0,0,0,0,285000.0
267,2,1.0,4500.0,1.0,0,2,7,1070.0,0,81,0,-122.29,1320.0,4465,5,2,0,0,0,0,0,1,0,0,0,415000.0
268,3,2.5,9900.0,1.0,0,2,8,1420.0,650,39,0,-122.371,2070.0,8250,6,1,0,0,0,0,0,0,0,0,0,272500.0
269,4,3.25,20100.0,1.5,2,2,10,4750.0,300,36,2008,-122.223,3890.0,20060,6,1,0,0,0,0,0,0,0,0,1,806525.0
270,4,4.75,57346.0,2.0,0,2,10,5310.0,0,29,0,-122.042,4180.0,47443,5,1,0,0,0,0,0,1,0,0,0,806525.0
271,2,1.0,7538.0,1.0,0,2,7,1040.0,0,79,0,-122.352,1440.0,7530,6,2,0,1,0,0,0,0,0,0,0,436000.0
272,3,1.0,11390.0,1.0,0,2,7,1700.0,0,51,0,-122.323,1350.0,8164,5,2,1,0,0,0,0,0,0,0,0,210000.0
273,3,1.0,5898.0,1.0,0,2,7,1300.0,0,57,0,-122.255,1320.0,7619,5,2,1,0,0,0,0,0,0,0,0,236000.0
274,3,1.75,1306.0,1.0,0,2,7,580.0,500,64,2003,-122.4,1440.0,2225,5,2,0,0,0,0,0,0,1,0,0,331000.0
275,3,2.5,4510.0,2.0,0,2,8,2653.0,0,12,0,-122.166,2653.0,4927,6,1,1,0,0,0,0,0,0,0,0,365000.0
276,3,2.0,16258.0,1.0,0,3,8,2290.0,0,58,0,-122.165,1660.0,10530,6,2,0,1,0,0,0,0,0,0,0,450000.0
277,4,2.75,26300.0,2.0,0,2,9,2850.0,970,4,0,-122.261,1860.0,12136,5,0,0,0,1,0,0,0,0,0,0,770000.0
278,4,2.5,49375.0,1.0,0,2,8,2210.0,0,21,0,-122.071,2670.0,49385,6,1,0,1,0,0,0,0,0,0,0,455000.0
279,3,1.75,6000.0,1.0,0,2,6,1240.0,1150,110,0,-122.268,2020.0,6000,6,2,0,1,0,0,0,0,0,0,0,405000.0
280,4,1.75,11325.0,1.0,0,2,7,1610.0,990,49,0,-122.206,1720.0,11088,5,1,1,0,0,0,0,0,0,0,0,304900.0
281,2,1.0,5265.0,1.0,0,2,6,860.0,0,87,0,-122.272,1650.0,8775,6,2,1,0,0,0,0,0,0,0,0,170000.0
282,5,3.0,8480.0,2.0,1,3,9,2630.0,1200,113,1994,-122.287,3050.0,7556,6,2,0,0,0,0,0,1,0,0,0,806525.0
283,4,2.5,7048.0,2.0,0,2,9,3500.0,0,13,0,-122.025,3920.0,7864,5,1,0,0,0,0,0,1,0,0,0,780000.0
284,3,3.0,13959.0,1.0,0,2,8,1740.0,680,30,0,-122.23,2570.0,13300,6,1,0,0,1,0,0,0,0,0,0,330000.0
285,4,2.5,8666.0,2.0,0,2,9,2720.0,0,26,0,-122.169,2410.0,8100,5,1,1,0,0,0,0,0,0,0,0,370000.0
286,5,2.25,13500.0,1.0,0,2,7,1850.0,650,39,0,-122.144,2300.0,9750,5,1,0,0,0,0,1,0,0,0,0,467000.0
287,3,1.75,6720.0,1.0,0,2,7,1140.0,530,38,0,-122.193,1670.0,7320,6,1,0,0,0,1,0,0,0,0,0,405000.0
288,5,2.25,10300.0,1.0,0,2,8,1450.0,1450,33,0,-122.151,2310.0,10300,5,1,0,0,0,0,0,0,1,0,0,675000.0
289,2,1.0,14100.0,1.0,0,2,7,1140.0,500,64,0,-122.143,1520.0,13527,5,2,0,0,0,0,0,0,1,0,0,500000.0
290,4,2.5,15770.0,2.0,0,2,7,1890.0,0,50,0,-122.343,2410.0,15256,5,1,0,0,1,0,0,0,0,0,0,389999.0
291,4,1.75,9025.0,1.0,2,2,8,1780.0,1170,43,0,-122.223,2120.0,9600,6,1,0,0,0,1,0,0,0,0,0,630000.0
292,4,2.5,9528.0,2.0,0,2,9,2160.0,0,26,0,-122.255,2280.0,9937,5,1,0,0,0,0,0,0,0,0,0,360000.0
293,4,3.0,11060.0,2.0,0,2,8,2270.0,1010,32,0,-122.181,2320.0,11004,5,1,0,0,1,0,0,0,0,0,0,580000.0
294,3,2.0,4166.0,2.0,3,3,8,1270.0,700,89,0,-122.375,2390.0,4166,5,2,0,0,1,0,0,0,0,0,0,550000.0
295,4,2.5,22111.0,2.0,0,2,10,3360.0,0,24,0,-122.017,3150.0,11374,5,1,0,0,0,0,0,0,0,1,0,806525.0
296,3,2.0,8959.0,1.0,0,2,7,1320.0,0,25,0,-122.144,1740.0,7316,5,1,1,0,0,0,0,0,0,0,0,265000.0
297,3,2.5,7286.0,2.0,0,2,8,2650.0,0,28,0,-122.154,2400.0,7220,6,1,0,0,0,1,0,0,0,0,0,446500.0
298,3,1.5,8880.0,1.0,0,2,7,1330.0,700,55,0,-122.311,2140.0,5592,5,2,0,1,0,0,0,0,0,0,0,404000.0
299,3,1.75,11914.0,1.0,2,2,7,1090.0,500,61,0,-122.274,1630.0,9052,5,2,0,0,0,0,0,0,0,0,0,267500.0
300,4,5.0,18641.0,1.0,4,2,10,2600.0,1950,16,0,-122.077,4550.0,19508,5,1,0,0,0,0,0,0,1,0,0,806525.0
301,3,2.5,7632.0,2.0,0,2,8,2440.0,0,20,0,-122.301,2510.0,7903,5,1,1,0,0,0,0,0,0,0,0,335000.0
302,3,2.5,9000.0,1.0,0,2,7,970.0,970,70,0,-122.393,2190.0,7310,5,2,0,0,0,0,1,0,0,0,0,576000.0
303,3,2.5,3810.0,2.0,0,2,8,2040.0,0,12,0,-122.0,2370.0,4590,6,1,0,1,0,0,0,0,0,0,0,208633.0
304,3,2.25,8750.0,1.0,0,2,7,1120.0,1080,54,0,-122.337,1460.0,10139,6,2,0,0,1,0,0,0,0,0,0,315000.0
305,3,1.75,3300.0,1.0,0,2,8,960.0,960,105,0,-122.298,1740.0,4000,6,2,0,0,0,0,0,0,0,1,0,725000.0
306,4,2.75,7750.0,1.0,0,2,8,1400.0,400,53,0,-122.384,1800.0,8275,6,2,0,0,0,0,1,0,0,0,0,550000.0
307,4,2.25,7297.0,2.0,0,2,8,2180.0,0,34,0,-122.058,2250.0,9781,5,1,0,0,0,0,0,0,1,0,0,610750.0
308,2,1.0,5000.0,1.5,0,2,6,1010.0,0,110,0,-122.297,1460.0,5000,6,2,0,0,0,0,0,0,1,0,0,550700.0
309,4,2.75,10574.0,2.0,0,3,8,2220.0,1100,58,0,-122.18,2720.0,8330,6,2,0,0,1,0,0,0,0,0,0,665000.0
310,4,2.5,4000.0,1.5,2,3,8,1980.0,390,90,0,-122.294,2440.0,5750,6,2,0,0,0,1,0,0,0,0,0,806525.0
311,5,1.75,78408.0,1.5,0,2,6,1660.0,0,103,0,-121.837,1660.0,78408,5,2,0,0,0,1,0,0,0,0,0,201000.0
312,5,2.5,9050.0,2.0,4,3,10,3370.0,280,97,0,-122.367,2880.0,5400,5,2,0,0,0,0,0,0,1,0,0,806525.0
313,4,3.25,12103.0,1.0,3,2,10,2690.0,1600,21,0,-122.102,3860.0,11244,5,1,0,0,0,0,0,0,1,0,0,806525.0
314,4,3.25,12103.0,1.0,3,2,10,2690.0,1600,21,0,-122.102,3860.0,11244,5,1,0,0,0,0,0,0,1,0,0,806525.0
315,4,2.25,7700.0,1.0,0,2,8,1350.0,600,39,0,-122.125,2150.0,7350,5,1,0,1,0,0,0,0,0,0,0,305000.0
316,3,2.0,14052.0,1.0,0,3,8,1720.0,870,70,0,-122.333,1570.0,8162,6,2,0,1,0,0,0,0,0,0,0,487000.0
317,3,2.5,64904.0,1.0,0,2,8,1930.0,0,30,0,-122.157,2350.0,57500,6,1,1,0,0,0,0,0,0,0,0,390000.0
318,2,1.0,3864.0,1.0,0,2,7,1170.0,300,102,0,-122.345,1570.0,3864,5,2,0,0,0,0,1,0,0,0,0,548000.0
319,4,1.0,8775.0,1.0,0,2,6,800.0,0,75,0,-122.336,1310.0,8775,5,2,0,0,1,0,0,0,0,0,0,268750.0
320,5,2.75,7119.0,2.0,0,2,9,3150.0,0,5,0,-122.151,1560.0,8384,5,0,0,0,0,0,0,1,0,0,0,806525.0
321,3,2.25,16200.0,2.0,0,2,8,2030.0,0,34,0,-122.057,2660.0,17958,5,1,0,0,0,0,1,0,0,0,0,520000.0
322,3,2.0,11204.0,1.0,0,2,7,1450.0,0,15,0,-122.252,1520.0,9518,5,1,0,0,0,0,0,0,0,0,0,230000.0
323,3,1.75,10248.0,1.0,0,2,7,1510.0,0,49,0,-122.371,1510.0,9753,6,1,0,0,0,0,0,0,0,0,0,240000.0
324,2,1.0,12092.0,1.0,0,2,6,960.0,280,96,1984,-122.352,1820.0,7460,5,2,1,0,0,0,0,0,0,0,0,232000.0
325,2,1.0,12092.0,1.0,0,2,6,960.0,280,96,1984,-122.352,1820.0,7460,6,2,1,0,0,0,0,0,0,0,0,240500.0
326,3,2.5,45004.0,2.0,0,2,9,3030.0,0,31,0,-122.093,3080.0,35781,5,1,0,0,0,0,0,1,0,0,0,274975.0
327,4,2.0,4400.0,1.5,0,2,9,2050.0,0,96,0,-122.319,2320.0,5500,5,2,0,0,0,0,0,0,1,0,0,740000.0
328,3,1.0,7636.0,1.0,0,1,7,1000.0,0,66,0,-122.344,1150.0,7600,6,2,0,0,1,0,0,0,0,0,0,186375.0
329,3,2.25,10289.0,1.0,0,2,9,1590.0,780,41,0,-122.166,2500.0,10004,5,1,0,0,0,0,0,0,0,1,0,790000.0
330,4,3.5,6750.0,2.0,0,2,9,1890.0,910,67,2002,-122.275,2370.0,6120,5,2,0,0,0,0,0,0,1,0,0,806525.0
331,6,1.75,11180.0,2.0,0,2,7,2240.0,0,63,0,-122.323,1590.0,7955,6,2,1,0,0,0,0,0,0,0,0,279000.0
332,3,2.0,10530.0,1.0,2,2,8,1810.0,0,27,0,-122.012,1910.0,10450,5,1,1,0,0,0,0,0,0,0,0,295000.0
333,2,1.0,5000.0,1.0,0,2,7,1070.0,0,94,0,-122.331,1710.0,5000,6,2,0,0,0,0,1,0,0,0,0,640000.0
334,4,2.0,9525.0,2.0,0,3,9,2490.0,0,50,0,-122.217,2770.0,9525,5,1,0,0,0,0,0,0,0,0,1,806525.0
335,4,2.5,5238.0,2.0,0,2,7,1960.0,0,15,0,-122.052,1800.0,5894,5,1,0,1,0,0,0,0,0,0,0,260000.0
336,3,2.75,5569.0,1.0,0,2,9,1860.0,1070,14,0,-122.164,2580.0,11045,5,1,0,0,0,0,1,0,0,0,0,559900.0
337,4,2.0,3500.0,1.5,0,3,7,1510.0,0,107,0,-122.357,1820.0,3750,5,2,0,0,0,0,1,0,0,0,0,791500.0
338,3,1.75,8250.0,1.0,0,2,7,1420.0,0,64,0,-122.354,1740.0,8000,5,2,0,1,0,0,0,0,0,0,0,265000.0
339,3,1.75,11547.0,1.0,0,2,7,1740.0,0,64,0,-122.22,880.0,78408,6,2,1,0,0,0,0,0,0,0,0,245000.0
340,4,1.75,43995.0,2.0,0,2,7,2560.0,0,56,0,-122.093,2560.0,14764,6,2,0,0,0,0,0,1,0,0,0,485000.0
341,4,3.5,8414.0,2.0,0,2,9,2420.0,620,8,0,-122.157,3470.0,8066,5,0,0,0,0,1,0,0,0,0,0,684000.0
342,3,1.75,6840.0,1.0,0,2,8,1300.0,1200,61,0,-122.32,1580.0,8691,5,2,0,0,1,0,0,0,0,0,0,425000.0
343,4,1.75,20000.0,1.0,0,2,6,1275.0,0,27,0,-122.49,1660.0,20000,5,1,0,0,0,1,0,0,0,0,0,309600.0
344,4,2.5,5823.0,2.0,0,2,8,2580.0,0,16,0,-121.875,2380.0,5823,5,1,0,0,0,1,0,0,0,0,0,552250.0
345,4,1.0,7134.0,1.0,0,2,6,1000.0,0,75,0,-122.24,1020.0,7138,5,2,1,0,0,0,0,0,0,0,0,165000.0
346,4,1.0,7134.0,1.0,0,2,6,1000.0,0,75,0,-122.24,1020.0,7138,5,2,1,0,0,0,0,0,0,0,0,239900.0
347,2,1.0,32633.0,1.0,0,2,6,1070.0,0,88,0,-122.078,1360.0,32156,5,2,0,0,0,1,0,0,0,0,0,320000.0
348,3,2.0,13464.0,1.0,0,2,7,1390.0,0,31,0,-122.173,1720.0,12080,5,1,1,0,0,0,0,0,0,0,0,206600.0
349,4,1.75,7690.0,1.0,0,2,7,1250.0,1250,45,0,-122.307,2040.0,8646,6,1,0,1,0,0,0,0,0,0,0,387000.0
350,1,0.75,12120.0,1.0,0,2,4,560.0,0,51,0,-121.854,1300.0,19207,5,2,0,0,1,0,0,0,0,0,0,299000.0
351,4,2.75,10460.0,2.0,0,2,9,2270.0,0,53,0,-122.222,2610.0,10180,5,2,0,0,0,0,0,0,0,0,1,806525.0
352,3,2.25,14400.0,1.0,0,2,7,1300.0,600,64,0,-122.337,1940.0,14400,6,2,0,0,1,0,0,0,0,0,0,315000.0
353,2,1.0,3120.0,1.0,2,3,7,790.0,200,111,0,-122.353,1930.0,3120,5,2,0,0,0,0,1,0,0,0,0,437500.0
354,4,1.5,19800.0,1.0,0,2,7,1050.0,500,49,0,-122.27,1640.0,22654,6,1,0,0,0,0,0,0,0,0,0,252000.0
355,4,1.75,7475.0,1.0,0,3,7,1100.0,1100,63,0,-122.28,1600.0,5766,5,2,0,1,0,0,0,0,0,0,0,375000.0
356,4,2.5,4862.0,2.0,0,2,7,1910.0,0,13,0,-122.034,2010.0,5091,5,1,0,1,0,0,0,0,0,0,0,300000.0
357,4,1.0,9600.0,1.5,0,2,7,1750.0,0,64,0,-122.137,1750.0,10530,5,2,0,0,0,0,0,0,1,0,0,420000.0
358,3,1.0,77972.0,1.0,0,2,7,1330.0,0,90,1954,-122.159,1340.0,17689,5,2,0,0,0,0,0,0,1,0,0,806525.0
359,3,2.5,5750.0,2.0,2,2,9,1980.0,460,18,0,-122.381,1520.0,5750,5,1,0,0,0,0,1,0,0,0,0,679900.0
360,3,2.5,29970.0,2.0,0,2,7,1640.0,0,26,0,-121.974,1580.0,28399,5,1,0,0,0,0,0,1,0,0,0,463000.0
361,5,2.5,11340.0,2.0,0,2,9,2760.0,0,40,0,-122.141,2470.0,11340,5,1,0,0,0,1,0,0,0,0,0,380000.0
362,4,2.5,7912.0,2.0,0,2,7,1820.0,0,24,0,-122.029,1820.0,8168,5,1,0,1,0,0,0,0,0,0,0,329500.0
363,3,2.5,5608.0,1.0,0,2,8,1340.0,770,5,0,-122.184,2040.0,9363,5,0,0,0,0,0,0,0,1,0,0,604950.0
364,5,2.5,9570.0,1.0,2,2,8,1640.0,1400,52,0,-122.164,2920.0,8800,5,2,0,0,0,0,0,0,1,0,0,795000.0
365,3,2.0,40438.0,2.0,0,2,7,1840.0,0,24,0,-121.709,1380.0,44049,6,1,0,0,1,0,0,0,0,0,0,465000.0
